T1,T1.1,T1.2,T1.3,T1.4,T1.5,T1.6,T1.7,T1.8,RA1,RA2,RA3,RA4,RA5,RA6,RA7,RA8,RA9,LA1,LA2,LA3,LA4,LA5,LA6,LA7,LA8,LA9,RL1,RL2,RL3,RL4,RL5,RL6,RL7,RL8,RL9,LL1,LL2,LL3,LL4,LL5,LL6,LL7,LL8,LL9
-0.12147,-0.12147,-0.12147,-0.12147,-0.12147,-0.12147,-0.12147,-0.12147,-0.12147,8.95,3.2381,2.359,0.017932,0.001556,-0.001279,-0.58108,-0.548,0.31278,9.0329,-3.7256,0.67819,0.006089,-0.006858,-0.016304,-0.59072,-0.057543,-0.45863,-9.6716,-1.6178,-0.26818,-0.005594,0.012915,-0.014155,0.44537,0.33507,-0.53036,-9.7577,0.61379,-0.73353,-0.002069,-0.002392,-0.00272,0.41218,-0.031992,0.64224
-0.12056,-0.12056,-0.12056,-0.12056,-0.12056,-0.12056,-0.12056,-0.12056,-0.12056,8.9477,3.2017,2.3686,0.002846,0.016572,-0.003748,-0.58114,-0.54842,0.31394,9.0549,-3.7695,0.68906,-0.011882,-0.005041,-0.010137,-0.59256,-0.055669,-0.46076,-9.6865,-1.6179,-0.27598,0.002216,0.001474,-0.006293,0.44341,0.33464,-0.53162,-9.7876,0.59147,-0.71916,-0.002056,0.00389,-0.002663,0.41007,-0.031362,0.64217
-0.1195,-0.1195,-0.1195,-0.1195,-0.1195,-0.1195,-0.1195,-0.1195,-0.1195,8.9306,3.2138,2.3636,0.013354,-0.015252,-0.003116,-0.58056,-0.54991,0.31259,9.0549,-3.7573,0.68885,-0.004585,-0.014258,-0.017211,-0.59325,-0.057058,-0.45952,-9.6715,-1.6328,-0.28316,0.002498,0.016423,-0.017664,0.44522,0.33534,-0.53062,-9.7727,0.57646,-0.71895,-0.014767,0.01476,0.005575,0.41157,-0.031729,0.64104
-0.11986,-0.11986,-0.11986,-0.11986,-0.11986,-0.11986,-0.11986,-0.11986,-0.11986,8.9648,3.1945,2.354,-0.011717,0.00883,0.017673,-0.58129,-0.54764,0.31366,8.9963,-3.6963,0.66001,-0.004784,-0.006726,-0.008375,-0.59272,-0.057465,-0.45898,-9.6716,-1.603,-0.23818,-0.001369,0.004114,-0.005388,0.44586,0.33637,-0.53125,-9.7726,0.6288,-0.73374,-0.009482,-0.01743,0.008058,0.41009,-0.032274,0.64231
-0.11989,-0.11989,-0.11989,-0.11989,-0.11989,-0.11989,-0.11989,-0.11989,-0.11989,8.9746,3.2162,2.3664,0.008074,-0.000196,-0.001206,-0.58031,-0.54736,0.31281,9.0792,-3.682,0.61212,-0.015541,-0.018574,-0.004853,-0.59269,-0.057346,-0.45824,-9.6862,-1.678,-0.2534,-0.008135,0.012922,-0.019461,0.44506,0.33574,-0.53102,-9.7651,0.6213,-0.73364,-0.014877,0.009528,0.01277,0.41208,-0.030943,0.64104
-0.11832,-0.11832,-0.11832,-0.11832,-0.11832,-0.11832,-0.11832,-0.11832,-0.11832,8.9061,3.1558,2.3292,0.009775,-0.005444,0.006734,-0.58235,-0.54726,0.31321,9.0208,-3.8033,0.69891,-0.016178,-0.012526,-0.017235,-0.59216,-0.057498,-0.45771,-9.6562,-1.7077,-0.28278,-0.013397,0.000587,-0.023085,0.4437,0.33625,-0.53057,-9.7725,0.68109,-0.7336,-0.003788,0.019079,-0.004377,0.41128,-0.032523,0.64236
-0.11881,-0.11881,-0.11881,-0.11881,-0.11881,-0.11881,-0.11881,-0.11881,-0.11881,8.9601,3.2088,2.4051,0.015143,-0.005472,0.00404,-0.58275,-0.54763,0.31281,8.9964,-3.8032,0.72543,0.016072,-0.005155,-0.024256,-0.59296,-0.057457,-0.45887,-9.6637,-1.6853,-0.26794,0.000832,0.009376,-0.023018,0.44452,0.33649,-0.53053,-9.7655,0.6206,-0.72466,0.010456,0.00766,0.001866,0.41157,-0.032798,0.6433
-0.11888,-0.11888,-0.11888,-0.11888,-0.11888,-0.11888,-0.11888,-0.11888,-0.11888,8.9844,3.1969,2.359,0.004645,0.009455,-0.01002,-0.58254,-0.54633,0.31216,9.0403,-3.745,0.64441,0.013125,-0.019371,-0.010138,-0.59288,-0.058113,-0.45724,-9.6716,-1.6029,-0.25319,0.001585,0.012905,-0.017681,0.44257,0.33781,-0.53088,-9.773,0.62066,-0.73226,0.006689,0.007888,0.013638,0.4105,-0.031493,0.64154
-0.11768,-0.11768,-0.11768,-0.11768,-0.11768,-0.11768,-0.11768,-0.11768,-0.11768,8.9453,3.18,2.3441,0.006511,0.019166,-0.009993,-0.58195,-0.54764,0.31337,9.0499,-3.682,0.65812,0.008663,-0.003086,-0.011868,-0.59267,-0.058114,-0.45797,-9.6864,-1.6329,-0.26846,-0.010063,-0.002917,-0.014269,0.44437,0.33739,-0.53054,-9.758,0.62057,-0.72453,-0.014111,0.002466,0.015455,0.41148,-0.032659,0.64211
-0.11928,-0.11928,-0.11928,-0.11928,-0.11928,-0.11928,-0.11928,-0.11928,-0.11928,8.9304,3.1802,2.3052,-9.00E-05,0.00617,0.018443,-0.58266,-0.54735,0.31205,9.0475,-3.7112,0.68304,-0.027775,0.003697,-0.018965,-0.59265,-0.056589,-0.45752,-9.6712,-1.6928,-0.27559,-0.002837,0.029633,-0.015819,0.44476,0.33765,-0.53078,-9.758,0.65052,-0.74686,-0.004122,0.013223,0.013692,0.4099,-0.033195,0.64207
-0.11852,-0.11852,-0.11852,-0.11852,-0.11852,-0.11852,-0.11852,-0.11852,-0.11852,8.9208,3.1364,2.3292,0.013492,-0.000238,-0.00394,-0.58333,-0.54728,0.31393,9.0086,-3.7838,0.67394,0.000613,-0.003096,-0.010132,-0.59305,-0.057079,-0.45802,-9.6412,-1.7077,-0.26747,0.011483,0.007591,-0.022152,0.44424,0.33813,-0.5299,-9.743,0.65045,-0.74661,0.004895,0.001563,0.011776,0.40947,-0.03269,0.64349
-0.11956,-0.11956,-0.11956,-0.11956,-0.11956,-0.11956,-0.11956,-0.11956,-0.11956,8.9699,3.1724,2.3929,0.011541,-0.005435,0.007623,-0.58275,-0.54661,0.31292,9.0353,-3.7013,0.64846,0.006797,0.007002,-0.008322,-0.59373,-0.057831,-0.45679,-9.6711,-1.7153,-0.26806,-0.011765,0.005878,-0.01599,0.44329,0.33789,-0.52994,-9.7805,0.63569,-0.74728,0.004775,-0.000949,0.019918,0.41082,-0.033965,0.64185
-0.12064,-0.12064,-0.12064,-0.12064,-0.12064,-0.12064,-0.12064,-0.12064,-0.12064,8.9405,3.1798,2.3781,0.021546,-0.005607,-0.010248,-0.58252,-0.54609,0.31254,9.0548,-3.6796,0.66794,-0.006585,0.000512,-0.008344,-0.59293,-0.058613,-0.45822,-9.6563,-1.6853,-0.2678,0.002597,0.002328,-0.023067,0.44203,0.33893,-0.53013,-9.773,0.64315,-0.75461,0.000516,0.005853,0.002785,0.4098,-0.034355,0.64052
-0.11807,-0.11807,-0.11807,-0.11807,-0.11807,-0.11807,-0.11807,-0.11807,-0.11807,8.9159,3.2186,2.3782,0.018751,-0.000164,0.00581,-0.5818,-0.54663,0.31387,9.0524,-3.7379,0.66402,-0.014787,-0.001147,0.000469,-0.59364,-0.057063,-0.45743,-9.6564,-1.6628,-0.26782,0.00066,0.012898,-0.015047,0.4426,0.33853,-0.52984,-9.758,0.66546,-0.74682,-0.00246,-0.00636,0.019888,0.40963,-0.034886,0.64157
-0.11991,-0.11991,-0.11991,-0.11991,-0.11991,-0.11991,-0.11991,-0.11991,-0.11991,8.9305,3.1897,2.3392,0.017917,-0.00465,-0.003101,-0.58119,-0.54731,0.31084,9.0427,-3.75,0.67876,-0.006652,0.002424,-0.004818,-0.5935,-0.057582,-0.45704,-9.6559,-1.7528,-0.26771,0.0062,0.007603,-0.023926,0.44134,0.33932,-0.53016,-9.773,0.64307,-0.7322,-0.004148,0.006056,0.013652,0.40912,-0.034113,0.64193
-0.11918,-0.11918,-0.11918,-0.11918,-0.11918,-0.11918,-0.11918,-0.11918,-0.11918,8.9549,3.1943,2.364,0.009624,-0.017775,0.007726,-0.58012,-0.54701,0.3135,9.0451,-3.7305,0.66868,-0.001077,0.002197,-0.015407,-0.59409,-0.057309,-0.45658,-9.671,-1.7378,-0.27554,0.004666,0.005845,-0.035406,0.44244,0.33892,-0.53011,-9.7654,0.67297,-0.74693,0.001167,-0.004571,0.01899,0.40844,-0.034522,0.64336
-0.11808,-0.11808,-0.11808,-0.11808,-0.11808,-0.11808,-0.11808,-0.11808,-0.11808,8.95,3.1798,2.3493,0.0043,-0.019589,0.001532,-0.5796,-0.54675,0.31352,9.0012,-3.6866,0.67947,0.000965,-0.001728,-0.027786,-0.5941,-0.058711,-0.45666,-9.6637,-1.7077,-0.29793,0.006047,0.009371,-0.016847,0.44217,0.34006,-0.5296,-9.7879,0.67302,-0.73237,0.000291,0.006187,0.019074,0.40877,-0.035551,0.64234
-0.11706,-0.11706,-0.11706,-0.11706,-0.11706,-0.11706,-0.11706,-0.11706,-0.11706,8.9355,3.1555,2.3734,-0.002766,-0.009008,-0.001026,-0.58046,-0.54735,0.31182,9.1182,-3.7017,0.64973,-0.008116,0.009252,-0.020676,-0.5919,-0.059805,-0.45751,-9.6709,-1.7379,-0.26053,0.013248,0.007603,-0.021274,0.44191,0.3403,-0.52923,-9.743,0.69537,-0.77637,0.01503,0.023805,0.001948,0.40889,-0.03503,0.64234
-0.11611,-0.11611,-0.11611,-0.11611,-0.11611,-0.11611,-0.11611,-0.11611,-0.11611,8.9281,3.17,2.3685,0.000802,-0.00188,0.006097,-0.57985,-0.54714,0.31365,9.0012,-3.7061,0.68714,-0.005478,-0.00517,-0.018087,-0.59361,-0.059365,-0.45687,-9.6559,-1.7528,-0.27522,0.00963,0.011123,-0.017725,0.44163,0.34057,-0.52937,-9.7429,0.71023,-0.75392,-0.002336,0.006055,0.013631,0.4097,-0.036193,0.64238
-0.11884,-0.11884,-0.11884,-0.11884,-0.11884,-0.11884,-0.11884,-0.11884,-0.11884,8.9696,3.1991,2.3738,0.013225,-0.01246,0.009506,-0.57998,-0.54676,0.31363,9.0451,-3.7257,0.66859,0.004374,0.011202,-0.020681,-0.59347,-0.059119,-0.4565,-9.6635,-1.7377,-0.28289,0.008099,0.021685,-0.028237,0.44218,0.34018,-0.52948,-9.7579,0.6804,-0.74678,0.008514,0.005165,0.011797,0.4086,-0.036718,0.64157
-0.1175,-0.1175,-0.1175,-0.1175,-0.1175,-0.1175,-0.1175,-0.1175,-0.1175,8.9548,3.1751,2.3299,0.007985,-0.008117,-0.000216,-0.58128,-0.54612,0.31342,9.045,-3.6917,0.64844,0.000931,0.000124,-0.026003,-0.59364,-0.0614,-0.45743,-9.6637,-1.6929,-0.25293,0.001877,0.012892,-0.030053,0.44129,0.34213,-0.5303,-9.7655,0.6655,-0.74695,0.003086,0.005166,0.012719,0.40807,-0.035684,0.6418
-0.1178,-0.1178,-0.1178,-0.1178,-0.1178,-0.1178,-0.1178,-0.1178,-0.1178,8.9401,3.1655,2.3103,0.010677,-0.008121,-0.000242,-0.58229,-0.54678,0.31376,9.0547,-3.6626,0.68231,-0.005737,0.000563,-0.006575,-0.59258,-0.059665,-0.45619,-9.641,-1.7527,-0.27492,-0.002988,0.0217,-0.008829,0.44079,0.34109,-0.52954,-9.7579,0.70291,-0.7766,-0.002213,0.00498,0.004585,0.40849,-0.035697,0.64391
-0.11785,-0.11785,-0.11785,-0.11785,-0.11785,-0.11785,-0.11785,-0.11785,-0.11785,8.9401,3.1364,2.3004,0.000901,-0.000162,-0.001013,-0.58033,-0.54812,0.31646,9.0451,-3.716,0.68554,-0.019887,0.011201,-0.01276,-0.59337,-0.060904,-0.45694,-9.6408,-1.7827,-0.26738,0.000483,0.013775,-0.00536,0.43946,0.33932,-0.52934,-9.7429,0.7252,-0.76135,-0.011238,-0.010369,0.000879,0.40624,-0.036107,0.64359
-0.11844,-0.11844,-0.11844,-0.11844,-0.11844,-0.11844,-0.11844,-0.11844,-0.11844,8.9696,3.1556,2.3347,0.029409,-0.005408,0.009403,-0.58068,-0.54617,0.31512,9.0426,-3.7209,0.69047,0.00424,-0.003172,-0.013646,-0.59269,-0.06043,-0.4558,-9.6407,-1.7978,-0.24485,-0.018739,0.01027,-0.021271,0.44106,0.34059,-0.52979,-9.7803,0.72533,-0.74704,-0.0041,-0.003015,0.008164,0.40938,-0.036594,0.6433
-0.11799,-0.11799,-0.11799,-0.11799,-0.11799,-0.11799,-0.11799,-0.11799,-0.11799,8.9794,3.1701,2.3591,-0.006389,-0.000934,0.010616,-0.58004,-0.54616,0.31516,9.0742,-3.6482,0.68724,0.011405,0.006815,-0.016251,-0.59331,-0.060151,-0.45584,-9.6258,-1.7976,-0.27456,0.002527,0.009356,-0.017748,0.4403,0.34105,-0.52826,-9.758,0.69552,-0.79903,-0.011154,-0.001473,-0.002672,0.40934,-0.036851,0.64278
-0.118,-0.118,-0.118,-0.118,-0.118,-0.118,-0.118,-0.118,-0.118,8.9525,3.1725,2.3687,0.022242,-0.019656,-0.003062,-0.5796,-0.54631,0.31608,9.1107,-3.6289,0.68746,0.006201,0.002936,-0.023318,-0.59348,-0.061156,-0.45681,-9.6408,-1.7754,-0.22237,0.018112,0.002315,-0.00014,0.44074,0.34365,-0.52981,-9.7729,0.72534,-0.76185,-0.03849,-0.002995,0.015481,0.40927,-0.038158,0.64333
-0.11761,-0.11761,-0.11761,-0.11761,-0.11761,-0.11761,-0.11761,-0.11761,-0.11761,8.911,3.1797,2.3782,0.009601,-0.014208,0.013071,-0.58194,-0.54466,0.31579,9.1423,-3.5757,0.69924,0.007833,0.009464,-0.017107,-0.59249,-0.063233,-0.45695,-9.6558,-1.7753,-0.25268,0.023369,0.007598,0.004308,0.44144,0.34087,-0.53055,-9.7655,0.65048,-0.72458,-0.01311,0.011324,0.010087,0.41065,-0.039956,0.64209
-0.11735,-0.11735,-0.11735,-0.11735,-0.11735,-0.11735,-0.11735,-0.11735,-0.11735,8.8518,3.2914,2.3468,0.01327,-0.015205,0.000591,-0.58106,-0.54636,0.31754,9.0787,-3.4589,0.7378,-0.036963,0.018387,-0.010082,-0.59301,-0.061423,-0.4574,-9.6255,-1.8577,-0.26699,0.037829,0.007557,-0.005416,0.4419,0.34006,-0.52949,-9.7729,0.68047,-0.74703,0.030215,-0.005616,0.006251,0.40814,-0.03816,0.64224
-0.11931,-0.11931,-0.11931,-0.11931,-0.11931,-0.11931,-0.11931,-0.11931,-0.11931,8.9153,3.3591,2.3693,-0.027943,-0.032034,-0.011587,-0.58051,-0.54492,0.31613,9.1081,-3.5367,0.71026,-0.07773,0.037703,-0.023336,-0.59206,-0.059666,-0.45815,-9.6409,-1.7677,-0.2749,0.046744,0.023398,-0.006169,0.44083,0.3393,-0.52928,-9.7578,0.7552,-0.77646,0.044647,-0.002841,0.008033,0.40854,-0.038287,0.64239
-0.11963,-0.11963,-0.11963,-0.11963,-0.11963,-0.11963,-0.11963,-0.11963,-0.11963,8.9445,3.3884,2.3405,-0.063759,-0.039088,-0.016657,-0.5793,-0.54639,0.31443,9.0693,-3.6238,0.65985,-0.11546,0.046845,-0.010131,-0.58962,-0.057197,-0.45908,-9.6561,-1.7228,-0.26775,0.044828,0.007568,-0.001858,0.43946,0.33806,-0.52973,-9.7729,0.72537,-0.76932,0.039123,-0.009898,0.014339,0.40843,-0.035677,0.64128
-0.1218,-0.1218,-0.1218,-0.1218,-0.1218,-0.1218,-0.1218,-0.1218,-0.1218,8.9154,3.2575,2.3251,-0.11181,-0.046433,-0.05367,-0.57854,-0.54689,0.31422,9.0548,-3.7282,0.70301,-0.12281,0.041598,0.000434,-0.58974,-0.054621,-0.46139,-9.6337,-1.7226,-0.29731,0.028497,0.011107,0.014047,0.44037,0.33809,-0.53086,-9.7579,0.73272,-0.75411,0.046489,-0.001098,0.005328,0.40935,-0.036591,0.64291
-0.1246,-0.1246,-0.1246,-0.1246,-0.1246,-0.1246,-0.1246,-0.1246,-0.1246,8.9598,3.1605,2.3371,-0.097548,-0.047257,-0.044905,-0.57756,-0.5503,0.3128,8.9842,-3.7643,0.7319,-0.099562,0.035403,-0.001343,-0.58784,-0.053038,-0.46085,-9.6331,-1.8277,-0.26718,0.047649,0.035716,-0.005213,0.44176,0.33629,-0.53105,-9.7354,0.75502,-0.75367,0.035596,-0.010052,0.007998,0.40909,-0.035424,0.64314
-0.12642,-0.12642,-0.12642,-0.12642,-0.12642,-0.12642,-0.12642,-0.12642,-0.12642,8.9991,3.0588,2.3077,-0.090342,-0.038375,-0.03959,-0.57618,-0.5525,0.3142,9.0207,-3.7474,0.68571,-0.084227,0.025336,-0.008398,-0.58663,-0.050122,-0.46384,-9.6112,-1.745,-0.29684,0.039857,0.031308,-0.015818,0.44297,0.33643,-0.53164,-9.7429,0.74011,-0.75384,0.040124,-0.001052,0.008955,0.40884,-0.036078,0.64314
-0.12706,-0.12706,-0.12706,-0.12706,-0.12706,-0.12706,-0.12706,-0.12706,-0.12706,9.0726,3.0201,2.291,-0.067025,-0.025063,-0.031701,-0.57408,-0.55474,0.3123,9.011,-3.7546,0.64902,-0.062057,0.022077,-0.001317,-0.58488,-0.048785,-0.46367,-9.6562,-1.7152,-0.29777,0.043079,0.019892,-0.001772,0.44202,0.33555,-0.53168,-9.7354,0.74005,-0.74624,0.044569,-0.002739,0.013452,0.40924,-0.033071,0.64205
-0.12797,-0.12797,-0.12797,-0.12797,-0.12797,-0.12797,-0.12797,-0.12797,-0.12797,9.004,2.996,2.2613,-0.021369,-0.014438,-0.021366,-0.57418,-0.55399,0.31293,9.0402,-3.7451,0.67863,-0.06619,0.019795,-0.017215,-0.5855,-0.046697,-0.46624,-9.6711,-1.7227,-0.29806,0.016522,0.017289,-0.007087,0.44228,0.33556,-0.53193,-9.7578,0.79255,-0.77636,0.013903,-0.005569,0.011707,0.40853,-0.032956,0.64307
-0.12908,-0.12908,-0.12908,-0.12908,-0.12908,-0.12908,-0.12908,-0.12908,-0.12908,8.994,3.0204,2.2249,-0.006255,-0.012561,-0.007253,-0.57547,-0.55469,0.3103,9.0355,-3.8471,0.71456,-0.058132,0.007123,-0.017243,-0.58533,-0.044927,-0.46529,-9.6412,-1.7375,-0.31245,0.019801,0.007594,0.005194,0.44317,0.33473,-0.53059,-9.7428,0.79232,-0.73128,-0.009526,0.002368,0.010003,0.41007,-0.032677,0.64259
-0.13053,-0.13053,-0.13053,-0.13053,-0.13053,-0.13053,-0.13053,-0.13053,-0.13053,8.9695,3.076,2.2687,0.016756,-0.008795,0.023704,-0.57353,-0.55493,0.31041,9.0134,-3.745,0.69045,-0.017357,0.013236,-0.005699,-0.58498,-0.044682,-0.46565,-9.656,-1.7526,-0.31273,0.020714,0.0076,0.004309,0.44311,0.33491,-0.53202,-9.7428,0.76992,-0.73134,0.005129,0.000297,-0.006327,0.40953,-0.033201,0.64232
-0.13106,-0.13106,-0.13106,-0.13106,-0.13106,-0.13106,-0.13106,-0.13106,-0.13106,8.9472,3.1924,2.2618,0.023734,-0.040678,0.016375,-0.5738,-0.55475,0.3127,9.0329,-3.6916,0.65803,-0.008444,0.004236,-0.004813,-0.58429,-0.043677,-0.46675,-9.6561,-1.7525,-0.32774,0.016844,0.016391,-0.02122,0.44205,0.33389,-0.53168,-9.7277,0.8447,-0.77571,0.001397,0.004984,0.004557,0.40906,-0.033212,0.6431
-0.13025,-0.13025,-0.13025,-0.13025,-0.13025,-0.13025,-0.13025,-0.13025,-0.13025,8.9644,3.214,2.3082,0.007929,-0.032085,-0.013675,-0.57372,-0.55446,0.31181,9.0476,-3.7597,0.679,-0.019114,0.010458,-0.006581,-0.58326,-0.044359,-0.46606,-9.6411,-1.7526,-0.30493,0.007618,0.003201,-0.007193,0.44207,0.33274,-0.53155,-9.7577,0.84474,-0.74633,-0.01124,0.007633,0.004619,0.40879,-0.032824,0.64308
-0.13011,-0.13011,-0.13011,-0.13011,-0.13011,-0.13011,-0.13011,-0.13011,-0.13011,8.989,3.209,2.3254,-0.008315,-0.036387,-0.002889,-0.57608,-0.55261,0.31357,9.0452,-3.7986,0.68942,-0.008142,0.009318,-0.01894,-0.58331,-0.04473,-0.46717,-9.6412,-1.7449,-0.33495,0.002248,0.000567,-0.005447,0.443,0.33489,-0.53151,-9.7428,0.76986,-0.7164,-0.014971,0.001487,0.01182,0.40823,-0.033865,0.64243
-0.13024,-0.13024,-0.13024,-0.13024,-0.13024,-0.13024,-0.13024,-0.13024,-0.13024,8.9841,3.1848,2.3204,-0.024323,-0.03291,-0.011635,-0.57497,-0.55373,0.31262,9.0061,-3.7256,0.71689,0.013087,-0.006634,-0.010121,-0.58229,-0.044008,-0.46652,-9.6261,-1.7525,-0.31213,0.000704,0.005838,-0.016,0.44273,0.33464,-0.53152,-9.7578,0.78498,-0.7465,-0.003978,-0.003206,-0.000895,0.40896,-0.035282,0.64143
-0.1296,-0.1296,-0.1296,-0.1296,-0.1296,-0.1296,-0.1296,-0.1296,-0.1296,9.0285,3.1047,2.347,-0.013277,0.001495,-0.016881,-0.57531,-0.55445,0.31095,9.0255,-3.7111,0.69982,0.032603,0.006375,-0.005649,-0.58325,-0.044745,-0.4658,-9.656,-1.7526,-0.31273,-0.00205,0.021703,-0.010595,0.44076,0.33421,-0.53291,-9.7652,0.82978,-0.73156,0.000585,-0.005073,-0.00544,0.41001,-0.033062,0.64181
-0.13067,-0.13067,-0.13067,-0.13067,-0.13067,-0.13067,-0.13067,-0.13067,-0.13067,9.0382,3.0444,2.2715,0.021737,-0.000385,-0.02608,-0.57465,-0.55522,0.31113,9.0693,-3.6529,0.64325,-0.002242,-0.008388,-0.002168,-0.58458,-0.045189,-0.4676,-9.6562,-1.7226,-0.31277,0.005846,-0.011754,-0.009056,0.44269,0.33392,-0.53256,-9.7653,0.77002,-0.73172,-0.002158,-0.005027,-0.002717,0.4083,-0.034132,0.64335
-0.12971,-0.12971,-0.12971,-0.12971,-0.12971,-0.12971,-0.12971,-0.12971,-0.12971,8.9082,3.0641,2.227,0.013213,-0.015945,0.01479,-0.5739,-0.55456,0.31077,9.0744,-3.8134,0.73901,0.00618,-0.005179,-0.020714,-0.58268,-0.045521,-0.46687,-9.641,-1.7825,-0.3274,-0.00934,0.021709,-0.001778,0.44355,0.33487,-0.53122,-9.7577,0.82979,-0.74637,-0.020088,0.001928,-0.009868,0.40857,-0.034376,0.64166
-0.13009,-0.13009,-0.13009,-0.13009,-0.13009,-0.13009,-0.13009,-0.13009,-0.13009,8.9155,3.1367,2.2468,0.014704,-0.033464,0.03248,-0.57296,-0.55439,0.31403,9.0279,-3.6675,0.74066,0.037757,-0.009709,0.004043,-0.58386,-0.045976,-0.46816,-9.6333,-1.8125,-0.31971,-0.015377,0.015546,-0.010652,0.44192,0.33414,-0.5313,-9.7278,0.82224,-0.76083,-0.021144,0.021966,0.006536,0.40871,-0.03439,0.6435
-0.1309,-0.1309,-0.1309,-0.1309,-0.1309,-0.1309,-0.1309,-0.1309,-0.1309,9.0426,3.2431,2.2918,0.014766,-0.060227,0.000363,-0.57506,-0.55286,0.3135,9.0936,-3.6289,0.71898,0.029279,0.00236,-0.017999,-0.58363,-0.047789,-0.46611,-9.6485,-1.7526,-0.29758,0.005734,0.009372,-0.001856,0.44121,0.33468,-0.53185,-9.7353,0.78487,-0.74612,-0.005725,0.0075,-0.002639,0.40927,-0.033998,0.64404
-0.13069,-0.13069,-0.13069,-0.13069,-0.13069,-0.13069,-0.13069,-0.13069,-0.13069,9.0355,3.1801,2.2988,-0.028398,-0.052859,0.029203,-0.57589,-0.5541,0.31206,9.079,-3.5753,0.64693,0.02176,0.002605,-0.041851,-0.5841,-0.049562,-0.46559,-9.6709,-1.7527,-0.30553,-0.003281,0.002356,0.003389,0.44165,0.33388,-0.53131,-9.7727,0.785,-0.73181,-0.006585,-0.008774,-0.009964,0.40924,-0.034761,0.64169
-0.12854,-0.12854,-0.12854,-0.12854,-0.12854,-0.12854,-0.12854,-0.12854,-0.12854,8.9936,3.1659,2.2304,-0.024691,-0.042288,0.025661,-0.57434,-0.55289,0.31495,9.1228,-3.6097,0.73131,-0.011153,0.00307,-0.047179,-0.58307,-0.050094,-0.46738,-9.6404,-1.8726,-0.29728,0.013037,0.00231,-0.009871,0.44326,0.33389,-0.53201,-9.7427,0.8747,-0.79082,-0.011113,-0.002448,-0.006311,0.40832,-0.03555,0.64154
-0.12589,-0.12589,-0.12589,-0.12589,-0.12589,-0.12589,-0.12589,-0.12589,-0.12589,8.9006,3.1393,2.2127,-0.026448,-0.049453,0.016725,-0.57339,-0.55246,0.31358,9.062,-3.726,0.78131,-0.039826,-0.00607,-0.040195,-0.58205,-0.048733,-0.46687,-9.6257,-1.8275,-0.29704,0.014761,-0.010901,-0.009072,0.44178,0.33439,-0.5313,-9.7427,0.84477,-0.77596,-0.011102,0.002032,-0.006279,0.41001,-0.034491,0.64145
-0.12643,-0.12643,-0.12643,-0.12643,-0.12643,-0.12643,-0.12643,-0.12643,-0.12643,8.9691,3.1514,2.2108,-0.024707,-0.076091,0.000577,-0.57245,-0.55293,0.31659,9.0548,-3.7599,0.77201,0.000932,0.013699,-0.027748,-0.58241,-0.050255,-0.46647,-9.6485,-1.7453,-0.26007,-0.010249,0.005872,-0.003643,0.44258,0.3334,-0.53231,-9.7429,0.7252,-0.76135,0.003113,0.008727,0.011825,0.41008,-0.036188,0.64213
-0.12509,-0.12509,-0.12509,-0.12509,-0.12509,-0.12509,-0.12509,-0.12509,-0.12509,9.0057,3.1757,2.2014,-0.013981,-0.065395,0.011225,-0.57331,-0.55441,0.31465,9.0791,-3.6725,0.71219,0.018449,0.018785,-0.012687,-0.58332,-0.05136,-0.46736,-9.6712,-1.6928,-0.27559,0.002224,0.026993,-0.003484,0.44285,0.33528,-0.53151,-9.7878,0.75529,-0.76202,-0.005935,0.002433,0.011825,0.41014,-0.034504,0.64329
-0.12193,-0.12193,-0.12193,-0.12193,-0.12193,-0.12193,-0.12193,-0.12193,-0.12193,8.9763,3.1999,2.211,-0.024478,-0.060302,-0.013561,-0.5725,-0.55265,0.31581,9.1277,-3.651,0.72722,0.009406,0.006114,-0.006526,-0.58087,-0.050808,-0.46799,-9.6413,-1.7225,-0.31997,0.026277,0.021663,-0.005293,0.44148,0.33379,-0.53223,-9.7803,0.77014,-0.74692,-0.005677,0.000232,-0.008093,0.40728,-0.035417,0.63993
-0.12179,-0.12179,-0.12179,-0.12179,-0.12179,-0.12179,-0.12179,-0.12179,-0.12179,9.0131,3.1829,2.2233,-0.028026,-0.056765,-0.014397,-0.57105,-0.5538,0.3163,9.1082,-3.6145,0.7654,-0.02459,0.01047,-0.003026,-0.58105,-0.050536,-0.46913,-9.611,-1.7825,-0.29679,-0.015811,0.016429,0.008773,0.44126,0.33387,-0.5308,-9.7578,0.77004,-0.74654,-0.000432,0.00771,0.006405,0.40825,-0.035688,0.64246
-0.11975,-0.11975,-0.11975,-0.11975,-0.11975,-0.11975,-0.11975,-0.11975,-0.11975,8.9569,3.1248,2.2033,-0.028672,-0.039211,-0.026765,-0.56981,-0.55466,0.31523,9.1132,-3.6825,0.73243,-0.014125,0.009971,0.009345,-0.58102,-0.05067,-0.4685,-9.6112,-1.7674,-0.32682,-0.002082,-0.001205,-0.01076,0.44272,0.33302,-0.5323,-9.7577,0.79981,-0.71657,0.008741,-0.009601,-0.00911,0.40861,-0.03477,0.64206
