T1,T1.1,T1.2,T1.3,T1.4,T1.5,T1.6,T1.7,T1.8,RA1,RA2,RA3,RA4,RA5,RA6,RA7,RA8,RA9,LA1,LA2,LA3,LA4,LA5,LA6,LA7,LA8,LA9,RL1,RL2,RL3,RL4,RL5,RL6,RL7,RL8,RL9,LL1,LL2,LL3,LL4,LL5,LL6,LL7,LL8,LL9
0.12529,0.12529,0.12529,0.12529,0.12529,0.12529,0.12529,0.12529,0.12529,0.61167,5.7997,7.8529,0.010968,-0.006052,-0.001818,-0.56547,-0.56785,-0.20834,3.3682,-8.4475,3.7395,-0.00065,0.005707,-0.008517,-0.64989,0.33793,0.074266,-3.5336,9.0644,-0.93981,-0.003708,0.012943,-0.000896,0.73135,-0.25329,-0.037632,-2.8087,-9.0914,2.628,-0.007714,0.004226,-0.004234,0.74052,0.30357,-0.057465
0.12698,0.12698,0.12698,0.12698,0.12698,0.12698,0.12698,0.12698,0.12698,0.61638,5.8189,7.8655,0.009128,-0.005131,-0.000752,-0.56577,-0.56932,-0.20776,3.3852,-8.4281,3.7321,-0.014087,-0.009783,-0.005025,-0.65041,0.33627,0.07391,-3.5412,9.0794,-0.94748,0.013156,0.009404,-3.40E-05,0.7327,-0.25429,-0.03888,-2.8237,-9.1063,2.6352,-0.007596,0.020252,-0.009547,0.74302,0.30175,-0.05629
0.12696,0.12696,0.12696,0.12696,0.12696,0.12696,0.12696,0.12696,0.12696,0.6335,5.8092,7.8558,0.000236,-0.00161,-0.004216,-0.56427,-0.5678,-0.20615,3.3755,-8.4475,3.7274,0.009104,-0.003216,-0.004989,-0.64903,0.33881,0.073783,-3.5486,9.0645,-0.97012,-0.004555,0.009428,-0.002686,0.73147,-0.25365,-0.038414,-2.8087,-9.0913,2.6056,-0.007776,-0.001973,-0.000658,0.7408,0.30292,-0.057311
0.12639,0.12639,0.12639,0.12639,0.12639,0.12639,0.12639,0.12639,0.12639,0.62859,5.8189,7.8607,0.010928,-0.019379,-0.01329,-0.56567,-0.56647,-0.2078,3.3803,-8.4281,3.7222,-0.001629,0.001264,-0.004106,-0.64987,0.33857,0.074752,-3.5337,9.0795,-0.95483,-0.00084,0.018215,-0.00968,0.73151,-0.25292,-0.0371,-2.8387,-9.0762,2.6126,-0.018509,0.015847,-0.004118,0.73973,0.30278,-0.057476
0.12682,0.12682,0.12682,0.12682,0.12682,0.12682,0.12682,0.12682,0.12682,0.62865,5.7971,7.8606,-0.001636,-0.003309,0.003791,-0.56429,-0.56766,-0.20641,3.3804,-8.4475,3.7299,-0.004312,-0.006014,-0.003243,-0.64815,0.338,0.073851,-3.5411,9.0495,-0.96995,-0.004603,0.012947,-1.80E-05,0.73316,-0.2537,-0.037546,-2.8087,-9.0914,2.6355,0.008333,0.011786,0.012057,0.74123,0.30187,-0.057146
0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.61153,5.7995,7.8653,0.011036,0.010771,-0.000687,-0.56384,-0.5675,-0.20769,3.3853,-8.4621,3.7229,-0.004976,-0.006296,-0.013842,-0.64904,0.33842,0.073542,-3.5186,9.057,-0.9395,-0.007089,0.002372,-0.009796,0.73145,-0.25312,-0.038679,-2.8087,-9.0839,2.6355,-0.004004,0.005884,-0.011469,0.73969,0.3033,-0.057885
0.12614,0.12614,0.12614,0.12614,0.12614,0.12614,0.12614,0.12614,0.12614,0.60411,5.8189,7.8581,0.00914,-0.001582,0.001042,-0.56547,-0.56805,-0.20673,3.3852,-8.433,3.7322,0.00206,0.007498,-0.01027,-0.65023,0.33731,0.072507,-3.5336,9.0495,-0.9623,-0.014541,-0.000244,0.006067,0.72978,-0.25461,-0.039542,-2.7937,-9.1064,2.6431,-0.014043,0.001509,-0.004243,0.74165,0.30318,-0.056626
0.12757,0.12757,0.12757,0.12757,0.12757,0.12757,0.12757,0.12757,0.12757,0.62132,5.7995,7.8654,0.014399,-0.006813,0.009864,-0.5642,-0.56751,-0.20719,3.3657,-8.4329,3.727,-0.006884,-0.001619,-0.008538,-0.65035,0.33742,0.075137,-3.5486,9.0644,-0.95511,0.004547,0.012932,-0.012366,0.73174,-0.25289,-0.03814,-2.7937,-9.0765,2.6283,-0.016685,0.005907,-0.007826,0.74099,0.30332,-0.058241
0.12724,0.12724,0.12724,0.12724,0.12724,0.12724,0.12724,0.12724,0.12724,0.5992,5.7996,7.841,0.016233,-0.001514,0.009872,-0.56505,-0.56768,-0.20619,3.3754,-8.4111,3.7365,-0.01227,0.003811,-0.007646,-0.64884,0.33791,0.072562,-3.5261,9.0495,-0.93964,0.004352,0.000603,-0.004514,0.732,-0.25528,-0.039436,-2.7937,-9.0914,2.6282,-0.013045,0.01578,-0.007769,0.74273,0.30199,-0.054711
0.12692,0.12692,0.12692,0.12692,0.12692,0.12692,0.12692,0.12692,0.12692,0.5893,5.8432,7.8435,0.003657,-0.010365,0.006376,-0.5436,-0.55984,-0.1849,3.4048,-8.5011,3.7679,-0.004205,-0.002528,-0.008533,-0.64916,0.33817,0.073669,-3.5337,9.0869,-0.92483,-0.003635,0.016463,-0.004395,0.73118,-0.25426,-0.038952,-2.7937,-9.0765,2.6283,-0.014853,-0.00133,-0.011497,0.74094,0.30357,-0.057187
0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.12636,0.59188,5.8552,7.8849,0.000161,-0.008685,-0.003364,-0.56853,-0.56675,-0.20796,3.3315,-8.3599,3.735,0.005395,0.006004,0.00032,-0.64924,0.33816,0.07467,-3.5336,9.0794,-0.92482,0.002774,0.001484,-0.014207,0.73324,-0.25302,-0.038595,-2.7863,-9.1064,2.6209,-0.004125,0.00427,-0.002444,0.7414,0.3024,-0.058344
0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.60902,5.7996,7.8483,0.014586,-0.005216,-0.009694,-0.56868,-0.56596,-0.20811,3.434,-8.4283,3.6888,-0.012245,-0.0053,-0.007649,-0.64891,0.33712,0.073711,-3.5411,9.0645,-0.95496,-0.002661,0.01294,-0.007955,0.73242,-0.25415,-0.038893,-2.7937,-9.0914,2.6208,-0.0078,-0.001045,0.001151,0.74136,0.302,-0.057144
0.12677,0.12677,0.12677,0.12677,0.12677,0.12677,0.12677,0.12677,0.12677,0.63825,5.8191,7.8267,0.003861,-0.015888,-0.020326,-0.57045,-0.56696,-0.20988,3.3778,-8.399,3.7364,-0.022991,0.000105,-0.006781,-0.64761,0.33797,0.074634,-3.5486,9.0645,-0.97012,-0.002609,-0.003783,-0.011602,0.73231,-0.2538,-0.038111,-2.8461,-9.0763,2.6349,-0.007886,-0.002713,0.00659,0.74047,0.30264,-0.056388
0.12838,0.12838,0.12838,0.12838,0.12838,0.12838,0.12838,0.12838,0.12838,0.59411,5.8337,7.8144,0.000157,-0.006866,0.001087,-0.57124,-0.56748,-0.21004,3.3682,-8.4815,3.7572,-0.003349,-0.003369,-0.006776,-0.65014,0.33859,0.074235,-3.5336,9.0645,-0.95481,-0.002826,0.005899,-0.000945,0.73087,-0.2541,-0.039755,-2.8237,-9.0764,2.6427,-0.002253,0.013175,-0.005991,0.74193,0.30213,-0.056597
0.12946,0.12946,0.12946,0.12946,0.12946,0.12946,0.12946,0.12946,0.12946,0.60442,5.7968,7.9212,0.005483,-0.010428,0.001024,-0.57073,-0.5667,-0.21016,3.3803,-8.4427,3.7445,-0.002304,-0.009003,-0.013845,-0.64942,0.33831,0.073526,-3.5336,9.0794,-0.92482,-0.006208,0.025266,-0.007865,0.73242,-0.25415,-0.039025,-2.7938,-9.0913,2.5984,0.010235,0.008059,0.004785,0.74066,0.30397,-0.057203
0.12976,0.12976,0.12976,0.12976,0.12976,0.12976,0.12976,0.12976,0.12976,0.55022,5.8045,7.8358,0.010094,-0.005206,-0.007889,-0.56608,-0.5646,-0.2054,3.3608,-8.4329,3.7367,0.003864,-0.007031,-0.010305,-0.64927,0.33804,0.074044,-3.511,9.0345,-0.93182,0.007663,0.012923,0.007922,0.73287,-0.2528,-0.03743,-2.7788,-9.0765,2.5987,-0.002398,0.000801,0.002951,0.73975,0.30266,-0.059065
0.13275,0.13275,0.13275,0.13275,0.13275,0.13275,0.13275,0.13275,0.13275,0.57471,5.8045,7.8408,0.012793,0.010804,0.003738,-0.5657,-0.56608,-0.2034,3.3802,-8.4375,3.7226,0.013766,0.00406,-0.011146,-0.64975,0.33772,0.074269,-3.5486,9.0644,-0.95511,0.000953,0.024381,-0.00964,0.7325,-0.25398,-0.040204,-2.8087,-9.0914,2.628,-0.00949,0.005975,-0.006027,0.74066,0.30213,-0.057567
0.13299,0.13299,0.13299,0.13299,0.13299,0.13299,0.13299,0.13299,0.13299,0.62868,5.8212,7.885,0.01277,-0.006982,-0.009681,-0.57058,-0.56652,-0.2073,3.3899,-8.423,3.7225,0.016662,-0.008905,-0.02088,-0.64954,0.33783,0.075911,-3.5411,9.0644,-0.93996,-0.004347,0.002377,-0.013323,0.73296,-0.25262,-0.038741,-2.8462,-9.1062,2.6572,0.010135,0.000992,0.009285,0.74081,0.30147,-0.057417
0.13555,0.13555,0.13555,0.13555,0.13555,0.13555,0.13555,0.13555,0.13555,0.62872,5.7656,7.8556,0.009083,-0.017534,-0.00438,-0.57086,-0.56728,-0.20782,3.4071,-8.4571,3.7111,-0.009948,-0.006589,-0.02797,-0.64974,0.33734,0.074406,-3.5337,9.0795,-0.95483,0.003586,-0.003797,-0.010716,0.73314,-0.25469,-0.038464,-2.8087,-9.0914,2.6429,-0.003151,0.00596,-0.007852,0.74161,0.30161,-0.057394
0.13688,0.13688,0.13688,0.13688,0.13688,0.13688,0.13688,0.13688,0.13688,0.63351,5.8068,7.8582,0.016376,-0.006997,-0.011491,-0.57054,-0.56705,-0.20676,3.3851,-8.4327,3.7201,-0.006712,-0.012509,-0.012085,-0.64993,0.33772,0.075642,-3.5112,9.0496,-0.96935,-0.000982,-0.00468,-0.004553,0.73325,-0.2529,-0.038332,-2.7787,-9.0766,2.636,-0.010446,0.004243,-0.002433,0.74079,0.30292,-0.057444
0.13773,0.13773,0.13773,0.13773,0.13773,0.13773,0.13773,0.13773,0.13773,0.62859,5.8068,7.8509,0.00899,-0.021003,0.002721,-0.56777,-0.5679,-0.20361,3.3924,-8.4206,3.72,-0.02552,-0.014397,-0.008575,-0.65022,0.33567,0.074932,-3.5337,9.0796,-0.96984,-0.016884,0.012954,-0.007954,0.7311,-0.25381,-0.040664,-2.7862,-9.084,2.6284,-0.005821,0.000494,-0.01151,0.74091,0.30159,-0.056089
0.13774,0.13774,0.13774,0.13774,0.13774,0.13774,0.13774,0.13774,0.13774,0.60405,5.8432,7.8606,0.005459,-0.010383,0.004586,-0.56811,-0.56515,-0.20472,3.4144,-8.4596,3.7333,-0.008742,0.004108,-0.00145,-0.65007,0.33708,0.075402,-3.5335,9.0494,-0.93979,-0.013303,0.005908,-0.009772,0.73132,-0.2544,-0.038813,-2.8162,-9.0763,2.613,-0.010514,0.013366,0.004881,0.74189,0.30161,-0.057252
0.13906,0.13906,0.13906,0.13906,0.13906,0.13906,0.13906,0.13906,0.13906,0.5967,5.8263,7.8459,0.009212,0.007248,0.000199,-0.56923,-0.56641,-0.20631,3.4094,-8.4135,3.7569,-0.002957,-0.021816,-0.020924,-0.65015,0.33733,0.076397,-3.5485,9.0642,-0.91009,-0.014251,0.023524,-0.006115,0.73034,-0.25285,-0.0386,-2.8087,-9.1063,2.613,-0.012986,0.002194,-0.015088,0.74029,0.30212,-0.05718
0.14014,0.14014,0.14014,0.14014,0.14014,0.14014,0.14014,0.14014,0.14014,0.61377,5.8457,7.8437,0.01641,-0.001694,-0.011462,-0.56971,-0.56694,-0.20581,3.424,-8.4038,3.7178,-0.001954,-0.016488,-0.026205,-0.6503,0.33592,0.075926,-3.5335,9.0493,-0.90978,0.002585,0.012053,-0.004433,0.7322,-0.25344,-0.040613,-2.8087,-9.0913,2.5981,0.00044,0.004221,-0.006064,0.74259,0.30122,-0.056825
0.14017,0.14017,0.14017,0.14017,0.14017,0.14017,0.14017,0.14017,0.14017,0.63095,5.8263,7.8413,0.007159,-0.015617,0.01166,-0.57056,-0.56562,-0.20692,3.4533,-8.4088,3.7134,-0.008355,-0.010912,-0.019127,-0.65045,0.33658,0.075397,-3.5484,9.0492,-0.91008,0.011372,-0.002912,-0.001006,0.73277,-0.25232,-0.039801,-2.8387,-9.0762,2.6051,0.010327,-0.008282,-0.006159,0.74097,0.30331,-0.056783
0.13972,0.13972,0.13972,0.13972,0.13972,0.13972,0.13972,0.13972,0.13972,0.62354,5.8264,7.8242,0.009197,-0.003401,-0.006078,-0.56883,-0.56738,-0.20394,3.4386,-8.3893,3.708,-0.015403,-0.021971,-0.022693,-0.65066,0.33554,0.07617,-3.5337,9.0645,-0.96232,0.004217,0.009413,0.002609,0.73059,-0.25435,-0.039899,-2.8237,-9.0764,2.6278,0.010309,-0.004666,-0.004332,0.74166,0.302,-0.056603
0.14228,0.14228,0.14228,0.14228,0.14228,0.14228,0.14228,0.14228,0.14228,0.60877,5.8651,7.8316,0.014457,-0.006867,0.002755,-0.56785,-0.56644,-0.20481,3.429,-8.4597,3.7408,-0.021109,-0.005236,-0.006778,-0.64934,0.33574,0.077363,-3.5261,9.0495,-0.95465,-0.00996,0.012947,0.000865,0.73196,-0.25335,-0.039705,-2.8087,-9.0765,2.6579,-0.007711,0.007809,-0.004211,0.74201,0.3024,-0.057263
0.14322,0.14322,0.14322,0.14322,0.14322,0.14322,0.14322,0.14322,0.14322,0.62378,5.8212,7.8825,0.006433,-0.006904,-0.001627,-0.56873,-0.56659,-0.20434,3.4071,-8.4765,3.7139,-0.010367,-0.010614,-0.007667,-0.65144,0.3362,0.078248,-3.5337,9.0794,-0.93983,-0.000898,0.009414,-0.007976,0.7327,-0.25276,-0.038358,-2.7787,-9.0766,2.636,0.00126,0.01153,0.001205,0.74108,0.30239,-0.057293
0.14272,0.14272,0.14272,0.14272,0.14272,0.14272,0.14272,0.14272,0.14272,0.65794,5.8141,7.8511,0.01083,-0.013928,0.00275,-0.56976,-0.56815,-0.20449,3.4045,-8.4036,3.6979,-0.012073,-0.0071,-0.012071,-0.64948,0.33614,0.077219,-3.4888,9.0497,-0.9689,-0.001031,0.011156,-0.000914,0.73125,-0.25344,-0.040264,-2.8237,-9.0839,2.6427,-0.00416,-0.004683,-0.002487,0.74191,0.30134,-0.056981
0.14404,0.14404,0.14404,0.14404,0.14404,0.14404,0.14404,0.14404,0.14404,0.64803,5.8287,7.8317,0.009114,-0.005985,0.001027,-0.56851,-0.56708,-0.20509,3.4436,-8.4305,3.6696,-0.015591,-0.009006,-0.013837,-0.65018,0.33615,0.078188,-3.5486,9.057,-0.97011,0.004415,0.010294,-0.00621,0.73217,-0.2543,-0.03838,-2.8236,-9.0765,2.6577,-0.00057,0.006158,0.001194,0.74079,0.30279,-0.057575
0.14442,0.14442,0.14442,0.14442,0.14442,0.14442,0.14442,0.14442,0.14442,0.6676,5.8384,7.8343,0.002002,-0.009584,-0.00782,-0.56914,-0.56716,-0.20253,3.4582,-8.45,3.6849,-0.013999,-0.005134,-0.004993,-0.6512,0.33516,0.077912,-3.5712,9.0944,-0.97061,0.013461,-0.003795,-0.015123,0.73212,-0.25349,-0.039303,-2.8537,-9.0912,2.6272,-0.008703,-0.015445,-0.002534,0.74067,0.30265,-0.057311
0.14432,0.14432,0.14432,0.14432,0.14432,0.14432,0.14432,0.14432,0.14432,0.63833,5.8286,7.8535,0.010955,-0.00694,-0.006108,-0.56978,-0.56582,-0.20441,3.429,-8.4669,3.6994,-0.004329,-0.008499,0.002066,-0.6504,0.33615,0.078805,-3.5485,9.0643,-0.9251,-0.017146,-0.000234,0.002542,0.73074,-0.25246,-0.038977,-2.7862,-9.0839,2.606,-0.004008,0.001398,-0.011509,0.74046,0.30213,-0.058502
0.14476,0.14476,0.14476,0.14476,0.14476,0.14476,0.14476,0.14476,0.14476,0.62368,5.8189,7.8558,0.010877,-0.015766,-0.004379,-0.56966,-0.56594,-0.20466,3.4387,-8.4135,3.6937,-0.007672,-0.01608,-0.008543,-0.65085,0.33435,0.079839,-3.5185,9.0494,-0.90948,0.000764,0.009409,-0.002687,0.73169,-0.25207,-0.039196,-2.7787,-9.0616,2.6286,-0.016741,-0.004816,-0.006096,0.74134,0.3024,-0.057284
0.14469,0.14469,0.14469,0.14469,0.14469,0.14469,0.14469,0.14469,0.14469,0.6187,5.819,7.8339,0.018127,-0.008734,-0.00796,-0.56945,-0.56675,-0.20333,3.4485,-8.4718,3.7022,-0.006503,-0.009143,-0.021778,-0.64964,0.33496,0.078878,-3.5485,9.0642,-0.91009,-0.004443,0.018229,-0.007916,0.73064,-0.2535,-0.038454,-2.8087,-9.0764,2.628,0.00397,0.012446,0.001218,0.74316,0.3024,-0.056032
0.14645,0.14645,0.14645,0.14645,0.14645,0.14645,0.14645,0.14645,0.14645,0.62842,5.8433,7.834,0.012695,-0.003327,0.002789,-0.59071,-0.57456,-0.22578,3.429,-8.428,3.6743,-0.008604,-0.008759,-0.006767,-0.64981,0.33392,0.080659,-3.5261,9.057,-0.95466,-0.002783,0.007655,-0.0027,0.73146,-0.25326,-0.038415,-2.7937,-9.0766,2.6432,0.008553,0.004243,-0.00609,0.74138,0.30344,-0.056639
0.14675,0.14675,0.14675,0.14675,0.14675,0.14675,0.14675,0.14675,0.14675,0.63826,5.8432,7.8463,0.009979,-0.010417,0.000108,-0.56577,-0.56823,-0.20518,3.4436,-8.4523,3.6651,-0.014044,0.004016,-0.003212,-0.65082,0.33628,0.08054,-3.5336,9.0495,-0.9548,0.000975,0.01293,-0.011488,0.73203,-0.25493,-0.038647,-2.8162,-9.0839,2.6503,0.001224,0.009785,0.00302,0.73937,0.30145,-0.057197
0.14582,0.14582,0.14582,0.14582,0.14582,0.14582,0.14582,0.14582,0.14582,0.64817,5.8189,7.8608,0.009121,-0.014015,-0.007019,-0.56516,-0.56802,-0.20333,3.4436,-8.4378,3.6893,-0.002969,1.00E-05,-0.02087,-0.65184,0.33632,0.08036,-3.5336,9.0569,-0.9398,0.003564,-0.006437,-0.009856,0.73284,-0.25239,-0.03809,-2.8087,-9.0765,2.643,-0.004154,-0.002895,-0.002482,0.73931,0.3029,-0.057757
0.14742,0.14742,0.14742,0.14742,0.14742,0.14742,0.14742,0.14742,0.14742,0.65287,5.853,7.8342,0.027919,-0.006016,-1.30E-05,-0.56376,-0.56748,-0.19911,3.4486,-8.4815,3.6755,-0.008516,-0.012497,-0.010307,-0.65113,0.33488,0.079306,-3.5486,9.072,-0.97013,0.002765,-0.001151,-0.013346,0.73199,-0.25388,-0.039309,-2.8087,-9.0765,2.6579,0.000302,-0.004599,0.001114,0.74152,0.3016,-0.056866
0.14904,0.14904,0.14904,0.14904,0.14904,0.14904,0.14904,0.14904,0.14904,0.66759,5.8384,7.8318,0.010901,0.00025,0.006386,-0.56407,-0.56746,-0.20004,3.4485,-8.4281,3.6599,-0.008441,-0.017133,-0.013843,-0.65055,0.33459,0.080853,-3.5336,9.0644,-0.93981,-0.006277,0.00326,-0.006258,0.73365,-0.25315,-0.038706,-2.8386,-9.0614,2.6425,-0.006007,0.00618,0.003023,0.74153,0.30186,-0.056605
0.14942,0.14942,0.14942,0.14942,0.14942,0.14942,0.14942,0.14942,0.14942,0.63823,5.8384,7.8341,0.018055,-0.014,-0.004424,-0.56313,-0.56727,-0.20168,3.4826,-8.4428,3.6558,-0.028164,6.20E-05,-0.01029,-0.65068,0.33483,0.083227,-3.5335,9.0494,-0.93229,-0.007978,0.00238,-0.009796,0.73281,-0.25236,-0.038748,-2.8087,-9.0764,2.628,-0.010397,0.000576,-0.006966,0.7396,0.30264,-0.057478
0.14824,0.14824,0.14824,0.14824,0.14824,0.14824,0.14824,0.14824,0.14824,0.64795,5.8578,7.8318,0.02527,0.004631,0.004512,-0.57006,-0.56967,-0.20552,3.4972,-8.4332,3.6632,0.002249,0.005654,-0.014654,-0.65089,0.33307,0.079119,-3.5411,9.0719,-0.93997,-0.008001,0.012948,-0.007953,0.73159,-0.25389,-0.038802,-2.8162,-9.0839,2.6279,-0.016828,0.011531,0.00398,0.74192,0.3024,-0.056602
0.14819,0.14819,0.14819,0.14819,0.14819,0.14819,0.14819,0.14819,0.14819,0.67737,5.8239,7.8197,-0.003136,-0.001789,-0.0273,-0.56827,-0.56888,-0.20583,3.4777,-8.3844,3.6058,-0.011439,0.002307,0.000337,-0.65082,0.3346,0.080587,-3.5634,9.0642,-0.90289,0.000529,0.009438,0.007907,0.73228,-0.25364,-0.03877,-2.8386,-9.0763,2.6275,0.006708,-0.00109,-0.004293,0.74205,0.30266,-0.056603
0.14713,0.14713,0.14713,0.14713,0.14713,0.14713,0.14713,0.14713,0.14713,0.66745,5.8386,7.7978,0.011066,0.004551,-0.007821,-0.5648,-0.56897,-0.20174,3.4728,-8.3991,3.6622,0.008955,0.004429,0.00566,-0.65089,0.33514,0.07906,-3.5485,9.0643,-0.9176,0.009902,0.020848,-0.013191,0.73085,-0.25383,-0.04015,-2.8536,-9.0762,2.6347,-0.007738,-0.002035,-0.004256,0.74169,0.30186,-0.056202
0.14714,0.14714,0.14714,0.14714,0.14714,0.14714,0.14714,0.14714,0.14714,0.63314,5.8918,7.8221,-0.001427,0.00183,-0.016622,-0.5648,-0.56729,-0.20138,3.5168,-8.477,3.6911,0.01026,0.005732,-0.013761,-0.65135,0.33463,0.080057,-3.5635,9.0792,-0.91041,0.002413,0.005911,0.002591,0.73254,-0.25452,-0.039544,-2.8237,-9.1062,2.6277,0.004097,0.005956,-0.009671,0.74104,0.30172,-0.056087
0.14847,0.14847,0.14847,0.14847,0.14847,0.14847,0.14847,0.14847,0.14847,0.62867,5.7995,7.8654,0.002155,0.014276,-0.005927,-0.56455,-0.56844,-0.20186,3.429,-8.428,3.6889,0.010841,0.011596,0.000363,-0.65212,0.3344,0.079772,-3.5336,9.0793,-0.90981,0.008582,-0.002912,0.004293,0.73242,-0.25377,-0.038763,-2.7937,-9.0765,2.6133,-0.018481,-0.008512,-0.011537,0.73993,0.30252,-0.058393
0.14903,0.14903,0.14903,0.14903,0.14903,0.14903,0.14903,0.14903,0.14903,0.60877,5.853,7.8218,0.009096,-0.001526,0.006383,-0.56651,-0.57006,-0.2048,3.4241,-8.4401,3.6695,-0.010507,-0.001359,-0.001457,-0.64959,0.33482,0.07989,-3.5186,9.0496,-0.962,0.000917,0.011163,-0.008854,0.73167,-0.25218,-0.039722,-2.7787,-9.0765,2.6136,-0.013041,0.007673,-0.00964,0.74033,0.30199,-0.056646
0.14849,0.14849,0.14849,0.14849,0.14849,0.14849,0.14849,0.14849,0.14849,0.62847,5.8142,7.8266,-0.008576,0.010732,-0.009414,-0.56631,-0.569,-0.20559,3.429,-8.4401,3.6745,0.016958,0.000918,0.007412,-0.65085,0.33461,0.079831,-3.5263,9.0721,-0.98469,0.009974,0.007629,-0.016816,0.73196,-0.25233,-0.039313,-2.8237,-9.0914,2.6576,-0.006717,-0.01033,-0.015181,0.73991,0.30239,-0.058657
0.14836,0.14836,0.14836,0.14836,0.14836,0.14836,0.14836,0.14836,0.14836,0.64799,5.8433,7.8317,-0.005122,0.009074,0.003005,-0.56521,-0.56896,-0.20215,3.4387,-8.4475,3.6943,0.005304,0.011774,0.009189,-0.64905,0.3343,0.078173,-3.5336,9.0495,-0.9548,-0.002628,0.007654,-0.00976,0.73088,-0.25437,-0.039491,-2.8161,-9.0615,2.6429,0.001425,0.011283,-0.011443,0.74146,0.30133,-0.055934
0.1481,0.1481,0.1481,0.1481,0.1481,0.1481,0.1481,0.1481,0.1481,0.62366,5.8262,7.8558,0.0036,-0.012973,0.010813,-0.56543,-0.56711,-0.2035,3.4265,-8.4135,3.7033,-0.001487,-0.001426,-0.006743,-0.64994,0.33602,0.078079,-3.5334,9.0343,-0.91726,0.004199,0.002372,0.002556,0.7317,-0.2531,-0.039192,-2.7937,-9.084,2.6283,-0.010342,0.00229,-0.010579,0.74096,0.30278,-0.057039
0.14728,0.14728,0.14728,0.14728,0.14728,0.14728,0.14728,0.14728,0.14728,0.61376,5.8263,7.8266,0.003844,0.008155,0.00114,-0.56431,-0.56921,-0.20223,3.4119,-8.4182,3.6885,-0.016822,0.015918,0.000336,-0.65035,0.33526,0.077325,-3.5409,9.0344,-0.93992,-0.002662,0.0103,-0.007979,0.73158,-0.25438,-0.039327,-2.7863,-9.0839,2.5836,-0.01045,-0.001129,-0.002466,0.74084,0.30079,-0.055413
0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.61131,5.8239,7.8266,0.009269,0.014325,0.000238,-0.56624,-0.56864,-0.20429,3.4558,-8.45,3.7093,0.010126,0.016805,-0.008454,-0.6511,0.33542,0.077533,-3.5335,9.0643,-0.9173,0.010679,0.000597,-0.009804,0.7317,-0.25437,-0.039715,-2.8087,-9.0763,2.5981,0.001432,-0.006715,-0.015185,0.74041,0.30239,-0.057314
0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.1474,0.59894,5.8821,7.8316,0.009989,0.000246,0.007277,-0.56514,-0.56873,-0.20553,3.4436,-8.4281,3.6892,0.014364,0.004412,0.003005,-0.65189,0.33582,0.079241,-3.5335,9.0494,-0.93979,-0.000989,0.018219,-0.002626,0.73173,-0.25339,-0.038533,-2.7938,-9.1063,2.6133,-0.023893,0.000467,-0.009653,0.73985,0.30344,-0.057484
0.14662,0.14662,0.14662,0.14662,0.14662,0.14662,0.14662,0.14662,0.14662,0.61863,5.8481,7.8364,-0.006892,0.009046,0.000348,-0.56508,-0.56812,-0.20437,3.4338,-8.4208,3.6889,0.005506,0.011527,-0.000525,-0.65085,0.33593,0.077406,-3.5411,9.0645,-0.95496,-0.004388,0.019983,-0.009671,0.73266,-0.25361,-0.039672,-2.8087,-9.0913,2.5981,-0.013206,0.008837,0.003045,0.74179,0.30121,-0.05685
0.14607,0.14607,0.14607,0.14607,0.14607,0.14607,0.14607,0.14607,0.14607,0.61865,5.8481,7.8413,0.014652,0.007179,-0.007842,-0.56511,-0.56785,-0.20476,3.4241,-8.4304,3.7011,-0.008984,0.018935,0.009185,-0.65035,0.33681,0.077407,-3.556,9.0643,-0.92525,-0.001195,0.014716,0.006177,0.73215,-0.25302,-0.038252,-2.8087,-9.0765,2.6355,-0.005803,-0.008537,-0.015179,0.74039,0.30291,-0.057457
0.14552,0.14552,0.14552,0.14552,0.14552,0.14552,0.14552,0.14552,0.14552,0.62847,5.836,7.8413,-0.000662,0.003736,0.000268,-0.56585,-0.56967,-0.20451,3.4192,-8.4377,3.7061,-0.012098,0.000192,-0.011173,-0.65064,0.33644,0.076648,-3.5494,9.0787,-0.92484,0.000919,0.003151,-0.013207,0.7327,-0.25294,-0.038643,-2.8087,-9.0914,2.6429,0.001232,-0.004631,-0.000697,0.74127,0.30252,-0.056493
0.14393,0.14393,0.14393,0.14393,0.14393,0.14393,0.14393,0.14393,0.14393,0.61375,5.8288,7.8266,0.020821,0.005496,0.002764,-0.56455,-0.56928,-0.20432,3.3997,-8.4522,3.7134,0.002931,0.005942,-0.004968,-0.65036,0.33578,0.077184,-3.5195,9.049,-0.96922,-0.00305,0.005792,0.007097,0.73203,-0.25459,-0.038934,-2.7862,-9.0766,2.6359,-0.002291,-0.009279,-0.007967,0.74156,0.30068,-0.056449
